Entity1,Relation,Entity2
Sir Andrew Barron Murray,was defeated by,Roger Federer
Sir Andrew Barron Murray,was defeated by,David Ferrer
Peter Fleming,was,defending champion
Peter Fleming,lost to,Pat Cash and John Fitzgerald
John McEnroe,was,defending champion
John McEnroe,lost to,Pat Cash and John Fitzgerald
Pat Cash,won,Men's Doubles tournament
Pat Cash,won,1985 Wimbledon Championships
Pat Cash,won,title
John Fitzgerald,won,Men's Doubles tournament
John Fitzgerald,won,1985 Wimbledon Championships
John Fitzgerald,won,title
Heinz Günthardt,won,Men's Doubles tournament
Heinz Günthardt,won,1985 Wimbledon Championships
Heinz Günthardt,won,title
Balázs Taróczy,won,Men's Doubles tournament
Balázs Taróczy,won,1985 Wimbledon Championships
Balázs Taróczy,won,title
Andy Murray,was,winner of BBC Sports Personality of the Year Award
Andy Murray,was,selected by public vote
Andy Murray,was,announced as the winner
The Simpsons,is,American animated television sitcom
The Simpsons,originally aired on,Fox network
The Simpsons,originally aired in,United States
Bart,was punished by,Homer
Bart,spray-painted images of,Homer
Bart,"spray-painted images with the word ""dope"" all over",Springfield
Homer,was spray-painted by,Bart
Homer,"was spray-painted with the word ""dope"" all over",Springfield
Springfield,"was spray-painted with the word ""dope"" all over)
60. (Street artist","spray-painted images of, Homer"
Street artist,"spray-painted images with the word ""dope"" all over",Springfield
Note: This is a bit of a misnomer,as the text actually states that Sideshow Bob is a graduate of Yale University,"not that Yale University is attended by Sideshow University. However, I have included it in the list as it is a relationship between the two entities."
"again)
127. Soviet Union",invaded by,"Germany
128. Soviet Union, fought in, Russian Civil War
129. Soviet Union, fought in, Polish-Soviet War
130. Soviet Union, fought in, Battle of Moscow
131. Soviet Union, fought in, Battle of Kiev
132. Soviet Union, fought in, Jassy-Kishinev Offensive
133. Germany, fought against, Soviet Union
134. Germany, fought against, Soviet Union (again"
"second time)
147. Stepan Fyodorovich Shutov",wounded,"9th Guards Mechanized Corps
148. Stepan Fyodorovich Shutov, amputated, arm
149. 9th Guards Mechanized Corps, deputy commander, Stepan Fyodorovich Shutov
150. Stepan Fyodorovich Shutov, retired, September 1945
151. Stepan Fyodorovich Shutov, became, deputy minister, Belorussian SSR
152. Belorussian SSR, minister, Stepan Fyodorovich Shutov
153. Antilochus, named after, Greek hero
154. Greek hero, associated with, Antilochus
155. Greek hero, Antilochus, named after
156. Jupiter, associated with, Antilochus
157. Jupiter trojan, type, Antilochus
158. Jupiter trojan, diameter, 105 kilometers
159. Antilochus, type, Jupiter trojan
160. Uccle Observatory, discovered, Antilochus
161. Uccle Observatory, location, Antilochus
162. Sylvain Arend, discovered, Antilochus
163. Sylvain Arend, astronomer, Uccle Observatory
164. Pietro Mascagni, composed, Amica
165. Pietro Mascagni, composed, Cavalleria rusticana
166. Paul Bérel, librettist, Amica
167. Paul de Choudens, librettist, Amica
168. Giovanni Targioni-Tozzetti, librettist, Cavalleria rusticana
169. Giovanni Targioni-Tozzetti, collaborator, Pietro Mascagni
170. Théâtre du Casino, performed, Amica
171. Théâtre du Casino, location, Amica
172. Monte-Carlo, performed, Amica
173. Teatro Costanzi, performed, Cavalleria rusticana
174. Teatro Costanzi, location, Cavalleria rusticana
175. Rome, performed, Cavalleria rusticana
176. La Scala, performed, Cavalleria rusticana
177. Lina Bruna Rasa, performed in, Cavalleria rusticana
178. Lina Bruna Rasa, type, operatic soprano
179. Lina Bruna Rasa, performed in, verismo repertoire
180. Beniamino Gigli, performed in, Cavalleria rusticana
181. Beniamino Gigli, type, operatic tenor
182. Naxos, released, Cavalleria rusticana
183. EMI, released, Cavalleria rusticana
184. verismo, associated with, Lina Bruna Rasa
185. Cavalleria rusticana, type, opera
186. Cavalleria rusticana, composed by, Pietro Mascagni
187. Cavalleria rusticana, performed, La Scala
188. Cavalleria rusticana, released, Naxos
189. Cavalleria rusticana, released, EMI
190. Pietro Mascagni, considered, Lina Bruna Rasa
191. Pietro Mascagni, collaborated with, Giovanni Targioni-Tozzetti
192. Pietro Mascagni, conducted, Cavalleria rusticana
193. Pietro Mascagni, conducted, Amica
194. Pietro Mascagni, composed, Amica
195. Pietro Mascagni, composed, Cavalleria rusticana
196. Pietro Mascagni, favorite of, Lina Bruna Rasa
197. Pietro Mascagni, considered, Lina Bruna Rasa
198. Pietro Mascagni, introduced, Cavalleria rusticana
199. Giovanni Targioni-Tozzetti, collaborator, Pietro Mascagni
200. Giovanni Targioni-Tozzetti, librettist, Cavalleria rusticana
201. Giovanni Targioni-Tozzetti, worked with, Pietro Mascagni
202. Sylvain Arend, discovered, Antilochus
203. Sylvain Arend, astronomer, Uccle Observatory
204. Uccle Observatory, discovered, Antilochus
205. Uccle Observatory, location, Antilochus
206. Antilochus, type, Jupiter trojan
207. Antilochus, diameter, 105 kilometers
208. Jupiter, associated with, Antilochus
209. Jupiter trojan, type, Antilochus
210. Classical, mentioned, Trojan War
211. 20th century, mentioned, Trojan War
212. carnavalesque, mentioned, Trojan War
213. gender transpositions, mentioned, Trojan War
214. Stepan Fyodorovich Shutov, fought in, Russian Civil War
215. Stepan Fyodorovich Shutov, fought in, Polish-Soviet War
216. Stepan Fyodorovich Shutov, fought in, Battle of Moscow
217. Stepan Fyodorovich Shutov, fought in, Battle of Kiev
218. Stepan Fyodorovich Shutov, fought in, Jassy-Kishinev Offensive
219. Stepan Fyodorovich Shutov, commander of, 187th Tank Brigade
220. Stepan Fyodorovich Shutov, commander of, 9th Tank Corps
221. Stepan Fyodorovich Shutov, commander of, 50th Separate Guards Tank Regiment
222. Stepan Fyodorovich Shutov, deputy commander, 9th Guards Mechanized Corps
223. Stepan Fyodorovich Shutov, awarded, Hero of the Soviet Union
224. Stepan Fyodorovich Shutov, deputy minister, Belorussian SSR
225. Russian Civil War, fought in, Stepan Fyodorovich Shutov
226. Polish-Soviet War, fought in, Stepan Fyodorovich Shutov
227. Battle of Moscow, fought in, Stepan Fyodorovich Shutov
228. Battle of Kiev, fought in, Stepan Fyodorovich Shutov
229. Jassy-Kishinev Offensive, fought in, Stepan Fyodorovich Shutov
230. 187th Tank Brigade, led by, Stepan Fyodorovich Shutov
231. 9th Tank Corps, led by, Stepan Fyodorovich Shutov
232. 50th Separate Guards Tank Regiment, led by, Stepan Fyodorovich Shutov
233. 9th Guards Mechanized Corps, deputy commander, Stepan Fyodorovich Shutov
234. Hero of the Soviet Union, awarded to, Stepan Fyodorovich Shutov
235. Belorussian SSR, minister, Stepan Fyodorovich Shutov
236. Germany, invaded, Soviet Union
237. Germany, invaded, Soviet Union (again"
3rd-6th editions,"1980-2001)
28. Claude Victor Palisca","edited, Yale Music Theory in Translation series
29. Claude Victor Palisca, wrote, ""Humanism in Italian Renaissance Musical Thought"" (1985"
"as of 2014)
15. Bourbon",export,$1.6 billion (as of 2014
"FY 2016)
35. United States",involved in,liquor smuggling (through Detroit and Canada
"through Detroit)
39. Detroit",involved in,"liquor smuggling
40. Purple Gang, based in, Detroit
41. Bugs Moran, based in, Chicago
42. Al Capone, based in, Chicago
43. Robert Gray, sailed from, Pacific Northwest
44. Pacific Northwest, claimed by, United States
45. Columbia River, located in, Pacific Northwest
46. United States, acquired, Columbia River
47. United States, claimed, Pacific Northwest
48. United States, involved in, government procurement
49. Federal Government of the United States, involved in, government procurement
50. US Federal Government, spent, $461B (FY 2016"
Ignalina Nuclear Power Plant,Located in,Visaginas
Ignalina Nuclear Power Plant,Located in,Lithuania
Ignalina Nuclear Power Plant,Named after,Ignalina
Ignalina Nuclear Power Plant,Similar to,Chernobyl Nuclear Power Plant
Ignalina Nuclear Power Plant,Closed due to,Chernobyl Nuclear Power Plant
Ignalina Nuclear Power Plant,Closed in,December 2004
Ignalina Nuclear Power Plant,Closed in,"December 31, 2009"
Ignalina Nuclear Power Plant,Proposed to be replaced by,New Nuclear Power Plant
IAe.31 Colibrí,Designed by,Émile Dewoitine
IAe.31 Colibrí,Developed by,Instituto Aerotécnico
IAe.31 Colibrí,Manufactured by,H. Goberna factories
IAe.31 Colibrí,Initiated by,President Juan Perón
Music Encoding Initiative,Mirrors the work of,Text Encoding Initiative
Music Encoding Initiative,Shares common characteristics with,Text Encoding Initiative
Music Encoding Initiative,Developed by,Specialists
Music Encoding Initiative,Governed by,MEI community
Music Encoding Initiative,Uses,XML Schema Language
Music Encoding Initiative,Uses,RelaxNG
Music Encoding Initiative,Uses,One-Document-Does-it-all
Focke-Wulf Ta 183,Designed as successor to,Messerschmitt Me 262
Focke-Wulf Ta 183,Developed into,FMA IAe 33 Pulqui II
Focke-Wulf Ta 183,Named after,Hans Huckebein der Unglücksrabe
Focke-Wulf Ta 183,Developed in,Argentina
Juan Domingo Perón,Served as,Minister of Labour
Juan Domingo Perón,Served as,Vice President
Juan Domingo Perón,Served as,President of Argentina
Juan Domingo Perón,Overthrown in,coup d'état
Victor Nendaka Bika,Belonged to,Congolese National Movement
Victor Nendaka Bika,Created,MNC-Nendaka
Victor Nendaka Bika,Played a role in,Arrest of Patrice Lumumba
Victor Nendaka Bika,Played a role in,Torture of Patrice Lumumba
Victor Nendaka Bika,Played a role in,Transfer of Patrice Lumumba
Victor Nendaka Bika,Denied involvement in,Lumumba's execution
Victor Nendaka Bika,Head of,Sûreté Nationale du Congo
Victor Nendaka Bika,Head of,Congo's Security Services
Victor Nendaka Bika,Worked for,Patrice Lumumba
Patrice Lumumba,Belonged to,Congolese National Movement
Patrice Lumumba,Arrested by,Victor Nendaka Bika
Patrice Lumumba,Tortured by,Victor Nendaka Bika
Patrice Lumumba,Transferred by,Victor Nendaka Bika
Patrice Lumumba,Executed in,Elisabethville
Patrice Lumumba,Commissioned by,Lumumba's commission
"Vardan Aslanyan)
16. Deuce",is involved in a movement called,"Nine Lives
17. Nine Lives, is a movement led by, Deuce
18. Nine Lives, is a movement led by, Truth (Vardan Aslanyan"
"Digital Dog club mix)""",is a song by,"Hollywood Undead
33. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",was added to rock radio formats on,"October 18, 2011
35. ""Levitate"", is a song by, Hollywood Undead
36. ""Levitate"", was featured on, American Tragedy
37. Nine Lives, is the debut studio album by, Deuce
38. Nine Lives, was released on, April 24, 2012
39. Nine Lives, was released through, 10th Street Entertainment
40. Nine Lives, was released through, Five Seven Music
41. Nine Lives, is the ninth solo studio album by, Steve Winwood
42. Nine Lives, was released on, April 29, 2008
43. Aron Erlichman, is also known as, Deuce
44. Aron Erlichman, was born on, March 2, 1983
45. Aron Erlichman, is a music producer, singer, songwriter, and rapper
46. Aron Erlichman, is a founding member of, Hollywood Undead
47. Deuce, was a founding member of, Hollywood Undead
48. Hollywood Undead, has collaborated with, Asking Alexandria
49. Hollywood Undead, has toured with, Asking Alexandria
50. American Tragedy, was recorded following the induction of, Daniel Murillo
51. Daniel Murillo, is a member of, Hollywood Undead
52. American Tragedy, was released following the induction of, Daniel Murillo
53. American Tragedy, was recorded until, December
54. American Tragedy, was remixed by, various DJ's and musicians
55. American Tragedy Redux, was remixed by, various DJ's and musicians
56. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",was added to rock radio formats on,"October 18, 2011
58. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",is a song by,"Hollywood Undead
74. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",was added to rock radio formats on,"October 18, 2011
76. ""Levitate"", is a song by, Hollywood Undead
77. ""Levitate"", was featured on, American Tragedy
78. Nine Lives, is the debut studio album by, Deuce
79. Nine Lives, was released on, April 24, 2012
80. Nine Lives, was released through, 10th Street Entertainment
81. Nine Lives, was released through, Five Seven Music
82. Nine Lives, is the ninth solo studio album by, Steve Winwood
83. Nine Lives, was released on, April 29, 2008
84. Aron Erlichman, is also known as, Deuce
85. Aron Erlichman, was born on, March 2, 1983
86. Aron Erlichman, is a music producer, singer, songwriter, and rapper
87. Aron Erlichman, is a founding member of, Hollywood Undead
88. Deuce, was a founding member of, Hollywood Undead
89. Hollywood Undead, has collaborated with, Asking Alexandria
90. Hollywood Undead, has toured with, Asking Alexandria
91. American Tragedy, was recorded following the induction of, Daniel Murillo
92. Daniel Murillo, is a member of, Hollywood Undead
93. American Tragedy, was released following the induction of, Daniel Murillo
94. American Tragedy, was recorded until, December
95. American Tragedy, was remixed by, various DJ's and musicians
96. American Tragedy Redux, was remixed by, various DJ's and musicians
97. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",was added to rock radio formats on,"October 18, 2011
99. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",is a song by,"Hollywood Undead
115. ""Levitate (Digital Dog club mix"
"Digital Dog club mix)""",was added to rock radio formats on,"October 18, 2011
117. ""Levitate"", is a song by, Hollywood Undead
118. ""Levitate"", was featured on, American Tragedy
119. Nine Lives, is the debut studio album by, Deuce
120. Nine Lives, was released on, April 24, 2012
121. Nine Lives, was released through, 10th Street Entertainment
122. Nine Lives, was released through, Five Seven Music
123. Nine Lives, is the ninth solo studio album by, Steve Winwood
124. Nine Lives, was released on, April 29, 2008
125. Aron Erlichman, is also known as, Deuce
126. Aron Erlichman, was born on, March 2, 1983
127. Aron Erlichman, is a music producer, singer, songwriter, and rapper
128. Aron Erlichman, is a founding member of, Hollywood Undead
129. Deuce, was a founding member of, Hollywood Undead
130. Hollywood Undead, has collaborated with, Asking Alexandria
131. Hollywood Undead, has toured with, Asking Alexandria
132. American Tragedy, was recorded following the induction of, Daniel Murillo
133. Daniel Murillo, is a member of, Hollywood Undead
134. American Tragedy, was released following the induction of, Daniel Murillo
135. American Tragedy, was recorded until, December
136. American Tragedy, was remixed by, various DJ's and musicians
137. American Tragedy Redux, was remixed by, various DJ's and musicians
138. ""Levitate (Digital Dog club mix"
